0.70522,0.97367,1.6319,-0.063043,-0.3743,1.9487,-0.045309,-1.5047,2.2259,1.9784,-1.6001,0.64953,1.4917,-1.6398,-0.08791,0.72647,0.059123,1.2353,1.581,1.1463
0.70522,0.17343,0.83676,-0.063043,-0.58228,1.6939,-0.045309,-1.5047,0.51998,1.7318,-1.6001,0.57722,0.77897,-1.6398,-0.39367,0.68814,-0.33382,0.66677,0.94867,0.11979
0.70522,0.28255,0.77314,-0.063043,0.14566,1.5523,-0.045309,-1.5047,0.88553,1.7812,-1.6001,0.64953,1.3272,-1.6398,-0.49559,0.18978,-0.18101,0.57201,0.43133,0.17381
0.70522,0.10068,0.77314,-0.063043,-0.062325,1.4957,-0.045309,-1.5047,0.51998,1.7318,-1.6001,0.72185,1.2176,-1.6398,-0.69943,0.074775,-0.22467,0.41407,-0.71831,0.092771
0.70522,0.46443,1.0912,-0.063043,0.56163,1.977,-0.045309,-1.5047,1.2511,2.2743,-1.6001,1.0111,1.5465,-1.6398,0.014011,0.41979,0.080953,0.72994,1.3367,0.49798
0.70522,-0.22669,0.77314,-0.063043,-0.58228,1.6939,-0.045309,-1.5047,1.1292,1.4853,-1.6001,1.0111,1.3272,-1.6398,-0.69943,0.22812,-0.44297,0.28772,0.87681,0.36291
0.70522,0.027929,0.83676,-0.063043,-0.16632,1.7222,-0.045309,-1.5047,0.51998,1.7812,-1.6001,1.228,1.3821,-1.6398,-0.08791,0.70731,-0.33382,0.88788,1.193,0.36291
0.70522,0.2098,1.1866,-0.063043,-1.1022,2.0337,-0.045309,-1.5047,0.27628,1.7318,-1.6001,1.1557,0.83379,-1.6398,-0.29175,0.55396,-0.35565,0.88788,1.5379,-0.015285
0.70522,-0.0084458,0.67772,-0.063043,-0.47829,1.2408,-0.045309,-1.5047,1.4948,1.4853,-1.6001,1.1557,1.2176,-1.6398,0.31977,0.76481,-0.26833,0.50883,0.89118,0.1468
0.70522,0.10068,0.90037,-0.063043,-0.89426,1.4107,-0.045309,-1.5047,1.9822,1.5346,-1.6001,1.3003,1.2724,-1.6398,0.42169,0.93732,-0.18101,0.69835,0.87681,0.44395
0.70522,-0.11757,0.5505,-0.063043,0.041666,1.1559,-0.045309,-1.5047,1.7385,1.3373,-1.6001,1.3003,1.3272,-1.6398,0.014011,0.55396,-0.29016,0.19296,0.27326,0.74111
0.70522,0.24618,0.67772,-0.063043,0.76961,1.2125,-0.045309,-1.5047,1.6166,1.7318,-1.6001,1.3003,1.6014,-1.6398,-0.08791,0.68814,0.10278,0.57201,-0.028524,0.3359
0.70522,0.24618,0.96398,-0.063043,-0.3743,1.3258,-0.045309,-1.5047,1.8603,1.288,-1.6001,1.3003,0.99827,-1.6398,-0.18983,0.70731,-0.2465,0.60359,-0.51712,0.25486
0.70522,0.28255,0.86856,-0.063043,-0.58228,0.98596,-0.045309,-1.5047,1.8603,0.74555,-1.6001,1.228,0.77897,-1.6398,0.42169,0.24728,-0.18101,0.72994,-0.70393,0.55201
